epoch,step,train_loss,validation_accuracy,validation_f1_score,validation_loss
50,1733,0.5460566878318787,,,
51,1767,0.5425772666931152,,,
52,1801,0.528285801410675,,,
53,1835,0.564729630947113,,,
54,1869,,0.8706140518188477,0.3478260934352875,0.4590822160243988
54,1869,0.5476559400558472,,,
55,1903,0.5422720313072205,,,
56,1937,0.559692919254303,,,
57,1971,0.5464643239974976,,,
58,2005,0.5333468317985535,,,
59,2039,,0.8739035129547119,0.33986929059028625,0.4587729275226593
59,2039,0.5129653215408325,,,
60,2073,0.5303966403007507,,,
61,2107,0.5526120662689209,,,
62,2141,0.5305536985397339,,,
63,2175,0.5410560965538025,,,
64,2209,,0.8662280440330505,0.3229813575744629,0.46293312311172485
64,2209,0.5419785380363464,,,
65,2243,0.5218976140022278,,,
66,2277,0.5466291308403015,,,
67,2311,0.5234589576721191,,,
68,2345,0.5742814540863037,,,
69,2379,,0.8793859481811523,0.3576158881187439,0.45390480756759644
69,2379,0.54604172706604,,,
70,2413,0.5297489762306213,,,
71,2447,0.5252282023429871,,,
72,2481,0.5433181524276733,,,
73,2515,0.5427843928337097,,,
74,2549,,0.8793859481811523,0.3636363744735718,0.45888617634773254
74,2549,0.5367501974105835,,,
75,2583,0.541226863861084,,,
76,2617,0.5340736508369446,,,
77,2651,0.5424291491508484,,,
78,2685,0.5171021819114685,,,
79,2719,,0.8728070259094238,0.3417721390724182,0.4608764052391052
79,2719,0.5388067960739136,,,
80,2753,0.5229910612106323,,,
81,2787,0.5359862446784973,,,
82,2821,0.5234359502792358,,,
83,2855,0.5518719553947449,,,
84,2889,,0.8771929740905762,0.3552631437778473,0.45625022053718567
84,2889,0.5443909168243408,,,
85,2923,0.5353456735610962,,,
86,2957,0.5158730745315552,,,
87,2991,0.5256650447845459,,,
88,3025,0.5121327042579651,,,
89,3059,,0.8739035129547119,0.33112582564353943,0.45865321159362793
89,3059,0.5111172795295715,,,
90,3093,0.508806049823761,,,
91,3127,0.5231716632843018,,,
92,3161,0.5527889728546143,,,
93,3195,0.5231607556343079,,,
94,3229,,0.8892543911933899,0.3835616409778595,0.4561532139778137
94,3229,0.5051810145378113,,,
95,3263,0.5190468430519104,,,
96,3297,0.5362862944602966,,,
97,3331,0.5204043984413147,,,
98,3365,0.5092764496803284,,,
99,3399,,0.8815789222717285,0.36000001430511475,0.4584570825099945
99,3399,0.5117359757423401,,,
100,3433,0.5162187218666077,,,
101,3467,0.5485928058624268,,,
102,3501,0.5414599180221558,,,
103,3535,0.5398223996162415,,,
104,3569,,0.8848684430122375,0.36734694242477417,0.4581124186515808
104,3569,0.5250081419944763,,,
105,3603,0.5091568231582642,,,
106,3637,0.5525306463241577,,,
107,3671,0.5203660726547241,,,
108,3705,0.5178112983703613,,,
109,3739,,0.8826754093170166,0.36486485600471497,0.4576404094696045
109,3739,0.5491867065429688,,,
110,3773,0.521159827709198,,,
111,3807,0.5223988890647888,,,
112,3841,0.5224592089653015,,,
113,3875,0.5545315146446228,,,
114,3909,,0.8881579041481018,0.375,0.4570693373680115
114,3909,0.5348901152610779,,,
115,3943,0.548963725566864,,,
116,3977,0.530507504940033,,,
117,4011,0.5114651322364807,,,
118,4045,0.5531719326972961,,,
119,4079,,0.8936403393745422,0.3913043439388275,0.45546117424964905
119,4079,0.5243228077888489,,,
120,4113,0.5453038215637207,,,
121,4147,0.5328101515769958,,,
122,4181,0.5317988395690918,,,
123,4215,0.530314028263092,,,
124,4249,,0.890350878238678,0.3802816867828369,0.4571085274219513
124,4249,0.5256642699241638,,,
125,4283,0.5346505641937256,,,
126,4317,0.5267355442047119,,,
127,4351,0.5336757898330688,,,
128,4385,0.5395199060440063,,,
129,4419,,0.8892543911933899,0.3776223659515381,0.4574434459209442
129,4419,0.5532291531562805,,,
130,4453,0.5392614006996155,,,
131,4487,0.5607836246490479,,,
132,4521,0.534275233745575,,,
133,4555,0.5284976363182068,,,
134,4589,,0.8947368264198303,0.3913043439388275,0.45464831590652466
134,4589,0.5291485786437988,,,
135,4623,0.5271871089935303,,,
136,4657,0.5502725839614868,,,
137,4691,0.5191830396652222,,,
138,4725,0.5507773160934448,,,
139,4759,,0.8859649300575256,0.3571428656578064,0.45342451333999634
139,4759,0.5559986233711243,,,
140,4793,0.5330255031585693,,,
141,4827,0.5427775382995605,,,
142,4861,0.5308135151863098,,,
143,4895,0.5491538643836975,,,
144,4929,,0.8892543911933899,0.3741007149219513,0.45531323552131653
144,4929,0.5245295763015747,,,
145,4963,0.5265035033226013,,,
146,4997,0.5314237475395203,,,
147,5031,0.5306957960128784,,,
148,5065,0.5403891205787659,,,
149,5099,,0.8837719559669495,0.3404255211353302,0.4554020166397095
149,5099,0.5403103828430176,,,
150,5133,0.5400819182395935,,,
151,5167,0.5283028483390808,,,
152,5201,0.5505167245864868,,,
153,5235,0.5269168615341187,,,
154,5269,,0.8508771657943726,0.2857142984867096,0.5220743417739868
154,5269,0.5133115649223328,,,
155,5303,0.527620792388916,,,
156,5337,0.5368598103523254,,,
157,5371,0.5290168523788452,,,
158,5405,0.5440273284912109,,,
159,5439,,0.8848684430122375,0.36734694242477417,0.4572279751300812
159,5439,0.5350223779678345,,,
160,5473,0.5272188186645508,,,
161,5507,0.5257419347763062,,,
162,5541,0.5155306458473206,,,
163,5575,0.5239751935005188,,,
164,5609,,0.8859649300575256,0.3724137842655182,0.45751580595970154
164,5609,0.5298799276351929,,,
165,5643,0.5378268957138062,,,
166,5677,0.5146584510803223,,,
167,5711,0.5563503503799438,,,
168,5745,0.523167610168457,,,
169,5779,,0.8925438523292542,0.37037035822868347,0.4628646671772003
169,5779,0.5378372073173523,,,
170,5813,0.5271627902984619,,,
171,5847,0.547120213508606,,,
172,5881,0.5452490448951721,,,
173,5915,0.5400058627128601,,,
174,5949,,0.8848684430122375,0.36734694242477417,0.4561557173728943
174,5949,0.5228058695793152,,,
175,5983,0.5044571161270142,,,
176,6017,0.5128094553947449,,,
177,6051,0.5300285220146179,,,
178,6085,0.5307959914207458,,,
179,6119,,0.8881579041481018,0.375,0.45763686299324036
179,6119,0.5199292898178101,,,
180,6153,0.5676006078720093,,,
181,6187,0.536728024482727,,,
182,6221,0.5349697470664978,,,
183,6255,0.5061833262443542,,,
184,6289,,0.8936403393745422,0.3731343150138855,0.45372816920280457
184,6289,0.5540416240692139,,,
185,6323,0.5098419189453125,,,
186,6357,0.5319153070449829,,,
187,6391,0.5322061777114868,,,
188,6425,0.5428338050842285,,,
189,6459,,0.8739035129547119,0.32894736528396606,0.46102869510650635
189,6459,0.523688018321991,,,
190,6493,0.5396431088447571,,,
191,6527,0.541644811630249,,,
192,6561,0.5282242894172668,,,
193,6595,0.5466933846473694,,,
194,6629,,0.8870614171028137,0.375,0.456000417470932
194,6629,0.5257155895233154,,,
195,6663,0.512633204460144,,,
196,6697,0.5283581018447876,,,
197,6731,0.5217108130455017,,,
198,6765,0.5263279676437378,,,
199,6799,,0.8793859481811523,0.3552631437778473,0.4579143822193146
199,6799,0.5642083287239075,,,
200,6833,0.5374926328659058,,,
201,6867,0.5270063877105713,,,
202,6901,0.5136820673942566,,,
203,6935,0.5203836560249329,,,
204,6969,,0.8936403393745422,0.38235294818878174,0.454693466424942
204,6969,0.5377565622329712,,,
205,7003,0.5284509062767029,,,
206,7037,0.5225092768669128,,,
207,7071,0.5371260046958923,,,
208,7105,0.5382341742515564,,,
209,7139,,0.8771929740905762,0.33557048439979553,0.46101850271224976
209,7139,0.5224111080169678,,,
210,7173,0.5454926490783691,,,
211,7207,0.5224699974060059,,,
212,7241,0.5189077258110046,,,
213,7275,0.5347773432731628,,,
214,7309,,0.8826754093170166,0.3380281627178192,0.45423898100852966
214,7309,0.5469176173210144,,,
215,7310,,0.8947368264198303,0.3913043439388275,0.45464831590652466
215,7310,,0.8947368264198303,0.3913043439388275,0.45464831590652466
